0.0,0.0,-0.4084771,0.40074688,0.022419922,0.0,0.0,0.0,-0.33774778,1.1979576,0.0014707193,0.0,-0.13389726,-0.05822185,0.08641408,0.21191391
0.0,0.0,-0.38475826,0.39013362,0.011910185,0.0,0.0,0.0,-0.36812446,1.2151988,0.0036639813,0.0,-0.123922445,-0.06340309,0.07533749,0.20550875
0.0,0.0,-0.36375418,0.38249713,0.0020469867,0.0,0.0,0.0,-0.3912353,1.222652,0.003087343,0.0,-0.11272206,-0.06861795,0.063841,0.1973731
0.0,0.0,-0.34201336,0.37407973,-0.008153588,0.0,0.0,0.0,-0.415045,1.2277213,-0.00167315,0.0,-0.101970315,-0.07385896,0.053225417,0.18913981
0.0,0.0,-0.31919014,0.36405167,-0.017886493,0.0,0.0,0.0,-0.43699884,1.2283816,-0.009612008,0.0,-0.09040382,-0.08007476,0.04227515,0.17941226
0.0,0.0,-0.29866642,0.35325292,-0.026217617,0.0,0.0,0.0,-0.4622399,1.2303016,-0.0103665115,0.0,-0.07790556,-0.08460366,0.030676872,0.17390129
0.0,0.0,-0.2740029,0.3382389,-0.034670606,0.0,0.0,0.0,-0.48428836,1.2274175,-0.015947297,0.0,-0.065779716,-0.088076495,0.01901889,0.16894995
0.0,0.0,-0.25150448,0.32507643,-0.043290477,0.0,0.0,0.0,-0.5050519,1.2199904,-0.027428648,0.0,-0.05326841,-0.09492576,0.0062334747,0.1654147
0.0,0.0,-0.23307468,0.31514272,-0.051189993,0.0,0.0,0.0,-0.5283638,1.2121729,-0.03592619,0.0,-0.039960623,-0.10238436,-0.006903252,0.16132163
0.0,0.0,-0.21514478,0.30600196,-0.059056424,0.0,0.0,0.0,-0.5515627,1.2036994,-0.045460593,0.0,-0.025434036,-0.11009379,-0.019670442,0.15680668
0.0,0.0,-0.19385117,0.29271832,-0.065643616,0.0,0.0,0.0,-0.5714487,1.191076,-0.052764833,0.0,-0.010887862,-0.117253676,-0.032607887,0.15584347
0.0,0.0,-0.16924146,0.27688247,-0.07453655,0.0,0.0,0.0,-0.5861724,1.1733923,-0.058628567,0.0,0.0029078678,-0.12337322,-0.046915073,0.1559391
0.0,0.0,-0.14733867,0.26234043,-0.08232264,0.0,0.0,0.0,-0.6032008,1.1527301,-0.061080154,0.0,0.01802056,-0.12839063,-0.05919648,0.15296839
0.0,0.0,-0.13123417,0.25203303,-0.08807684,0.0,0.0,0.0,-0.61632514,1.1260005,-0.062357627,0.0,0.03437405,-0.13417715,-0.07206928,0.15055089
